gene_a,gene_b,fr_label,sl_label,source_GI_flag,PC9_GI_flag,HeLa_GI_flag,PC9_GI_score,PC9_GI_fdr,HeLa_GI_score,HeLa_GI_fdr
DYRK3,DYRK2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0667367688230736,0.767584511722897,-0.110767745636985,0.370123200434612
YBX3,YBX1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0663696394578983,0.696110404739972,-0.227594151255905,0.370123200434612
SLC9B2,SLC9B1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0651477189671329,0.758641079117611,-0.133256801660064,0.283578527885011
ABCD1,ABCD2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0648796963276878,0.703550439590503,0.113190311137065,0.550577870822662
HMGN4,HMGN2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0645892342064037,0.791826701457894,0.1026854254981,0.405498837533829
ADCY5,ADCY6,FR_negative,True,synthetic_lethal,neither_in_PC9,SL_in_HeLa,-0.0640409091362132,0.826291913324493,-0.505576316661208,0.0771275629256564
CACNA2D4,CACNA2D3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0634225661507771,0.767584511722897,-0.0459400134556621,0.619170766518233
ACTRT1,ACTRT2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0633229148889614,0.735278443552018,-0.102563235572284,0.411595028340047
CANX,CLGN,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0631603694778649,0.813869054972289,-0.00348027644467907,0.975531650637179
SNCB,SNCA,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0622022855876082,0.790717462853105,-0.0652441356642357,0.7056756122285
SCGB2A2,SCGB2A1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0621670093720244,0.779554842609553,0.185137822127476,0.45030824644668
HIGD1C,HIGD1A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0609411271417599,0.896780338491375,0.203301282889622,0.547413002988539
PARVB,PARVA,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0601270335207783,0.767584511722897,0.0510934814683367,0.815370000022513
ABL1,ABL2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0596213492575871,0.894732572536993,-0.0545296880048757,0.770087867958551
BRWD3,PHIP,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0583085570376716,0.841639108940898,-0.0476544619923027,0.842626399911582
TBX3,TBX2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0581386100716128,0.778455875323405,-0.130042170519559,0.198986351446821
SMURF2,SMURF1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0574776525405192,0.824283504737409,-0.184662109187824,0.326598866991771
PRKCI,PRKCZ,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0564707173664006,0.816507688411247,0.077344472602285,0.493267974538274
AIF1,AIF1L,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.056013460121359,0.824013564444678,-0.256198132004458,0.188484238569255
ESRRG,ESRRA,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0556245158534729,0.804843218715973,0.0882990878364861,0.339493394128609
STAMBPL1,STAMBP,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0542818069110939,0.919712215213502,-0.136475873198712,0.240484243539992
WNT7B,WNT7A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0534615250703849,0.826642786326692,-0.18045216206032,0.154115777520943
OSBPL8,OSBPL5,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0530360659971878,0.824283504737409,0.310243958859388,0.177961687861698
NAT2,NAT1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0523238901584589,0.873596089317181,0.0330355719040656,0.840752526141588
MTHFD2L,MTHFD2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0521496765972211,0.878485589868904,0.0172209428717661,0.893050147711314
CNNM4,CNNM2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0513990119395672,0.793646745857616,0.184172472406618,0.11106986495179
AOC2,AOC3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0466023764450677,0.826642786326692,0.277303640242101,0.408462763085459
KAT2B,KAT2A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0460345348175916,0.896780338491375,-0.35043689071251,0.166477846738477
PHYHIPL,PHYHIP,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,-0.0458744479543694,0.852804374270781,0.313359225004649,0.0970354175151266
SCAMP5,SCAMP4,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0451043387480341,0.890324819070324,0.026991591825606,0.889681996799004
LRP1B,LRP1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0447835901158961,0.859119528045418,-0.230588215915911,0.249849289600969
CLCA4,CLCA1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0435221162380745,0.877981572650349,-0.0770835035561272,0.730017580907386
MTNR1B,MTNR1A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0435137350228037,0.779246384051473,-0.210221198511851,0.201564199646236
IFIT3,IFIT2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0432102067598467,0.873596089317181,0.0519944760272886,0.800425474811326
PI15,R3HDML,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0429079623942456,0.887460058424707,0.113568952584905,0.686796275796023
SULF2,SULF1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0422425595149209,0.826642786326692,-0.145098920016846,0.10479440366025
FZD6,FZD3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0419814926752494,0.877149005234358,0.0675514410590932,0.759798141530915
SLC22A1,SLC22A2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.040886749506752,0.91183075774336,-0.0735718450299891,0.770087867958551
ELANE,PRTN3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0407384357040148,0.788055065856557,-0.125724858595424,0.178836377131123
GMFG,GMFB,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0397187195253259,0.905886719167058,0.0198083835782259,0.915751994758567
DYRK1B,DYRK1A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0394248398965856,0.845093579837649,-0.0922516092819826,0.452044526994086
NPTX2,NPTX1,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,-0.0389931511488087,0.890324819070324,0.609670587569551,0.0379995469067131
SNX12,SNX3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0389331434043569,0.898876524811338,-0.0780845468913037,0.574440793676306
CERS3,CERS2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.038097736277444,0.852804374270781,-0.0727592632794216,0.754116588410446
SLC6A17,SLC6A15,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,-0.0368930040778793,0.89911367276494,0.432060969281842,0.00373920028510982
ELMO2,ELMO1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0362897908707949,0.910644431938619,-0.067874413305657,0.730017580907386
USP32,USP6,FR_negative,True,synthetic_lethal,neither_in_PC9,SL_in_HeLa,-0.0357839330576993,0.904666367793926,-0.617391183254817,0.028591050685594
SFT2D2,SFT2D1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0349772036214061,0.841639108940898,0.113634534430713,0.686796275796023
SPRR1B,SPRR1A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0337614457405582,0.855884377417091,0.0312185404924221,0.855038126898368
ZFP69B,ZFP69,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,-0.0334808824804539,0.919712215213502,0.405249528601323,0.0273244545035504
TAOK3,TAOK1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0332845407856128,0.931865908099432,-0.38849637491874,0.177961687861698
LMX1B,LMX1A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0326435481878455,0.887460058424707,-0.0609924094947823,0.836457226512285
RASD2,RASD1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0325487952147829,0.896465116421829,-0.229298960968904,0.179338305275631
FAM78B,FAM78A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0321526228252545,0.88203940042494,0.248797868186037,0.0863017269484685
ULK2,ULK1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0320392634526532,0.890324819070324,0.0157457919156784,0.934755726662356
SCGB1C2,SCGB1C1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0318466698218841,0.89911367276494,0.287418313761606,0.176010487340372
ATP8A1,ATP8A2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0312360363328738,0.865928780846502,-0.140670937191403,0.547413002988539
CAND2,CAND1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0296697307631878,0.896780338491375,-0.259839413042758,0.33113278765554
RIT2,RIT1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0289470907303903,0.940889181334354,-0.237982653020751,0.237480889847403
RTP2,RTP1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0287271397695227,0.896465116421829,0.207390703115789,0.177961687861698
ROPN1B,ROPN1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0281344332320469,0.910110441985991,-0.171291466929918,0.363565584276068
SNX1,SNX2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0277456669686682,0.83718399967145,-0.102775590657318,0.578330739191991
LDLRAD4,PMEPA1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0253439556589512,0.896780338491375,0.154020896640647,0.377806085440341
HCRTR2,HCRTR1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0241245138857722,0.896780338491375,0.0240673070071212,0.911606998635539
SIX6,SIX3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0241051899424334,0.925703104019236,-0.166560875410039,0.21373875297546
TMEM55B,TMEM55A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0238694558359313,0.896780338491375,0.0931647792303795,0.658155986281849
SPTLC3,SPTLC2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0224271532137242,0.949646814820275,-0.0460784500177425,0.750507343363582
PAIP2B,PAIP2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0221898202339517,0.896780338491375,0.216123157671203,0.208202819758582
PAFAH1B3,PAFAH1B2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0211184296185178,0.951838219837122,-0.137940152739353,0.360986960341723
BZW2,BZW1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0204551337266956,0.951838219837122,-0.399761785097231,0.0157771171368389
CDH1,CDH3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0202301117552853,0.940889181334354,-0.0244147786574055,0.883161377093026
DDI2,DDI1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0198532503077638,0.95488866991952,0.150391603119172,0.494942600839157
UBALD2,UBALD1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0185873096487259,0.93704904848792,-0.278812200470522,0.237480889847403
FAM49B,FAM49A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0185543000887521,0.940889181334354,-0.00838340760170086,0.964506978602679
MPPED2,MPPED1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0178970748522909,0.920643353242227,0.0434340282822424,0.730017580907386
SLC25A15,SLC25A2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0162749099031163,0.89517733058401,-0.0505080008647518,0.789932931240421
GFPT2,GFPT1,FR_negative,True,synthetic_lethal,neither_in_PC9,SL_in_HeLa,-0.0157892685682954,0.965180961856805,-1.34627669496737,0.0334716379659348
GSPT2,GSPT1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0153435966812678,0.961865949779727,0.209722347237486,0.377806085440341
TSSK2,TSSK1B,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0139116260607877,0.945511997812203,-0.0378396976309406,0.761847950600607
NLRP7,NLRP2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0135951631917257,0.949039084191582,0.087208378494327,0.498214011153234
TMEM50B,TMEM50A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0122032934346824,0.956161248507199,0.252919317911488,0.325351950962601
LHX1,LHX5,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0121186343959592,0.956161248507199,-0.112469528795341,0.489512681411599
BRSK2,BRSK1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0115513052508893,0.945700567252851,-0.117937822540696,0.262589814486646
ATP9A,ATP9B,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0104771789825605,0.956033305680037,-0.243491419822109,0.0463729894372626
MZT2B,MZT2A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.00973051867980123,0.973781987324325,0.213055754234569,0.585257825104069
KLHL13,KLHL9,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.00838365833648948,0.958845916362183,0.0408265000394192,0.778565553162679
PSEN2,PSEN1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.00702003141616866,0.979248137970017,-0.21649710990936,0.106009005569686
KCNT2,KCNT1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.00694758970133502,0.973995151160622,0.212832955464789,0.0848772618246762
CA11,CA10,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.00683104661264766,0.977150750344429,0.210052722090788,0.306207657116401
UBTD2,UBTD1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.00388188590059068,0.979562238879135,-0.320233730459865,0.0426956131987973
PNPLA7,PNPLA6,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.0033701702595304,0.97785406574827,-0.095178749519194,0.547413002988539
ZDHHC7,ZDHHC3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.00115254156707728,0.992342634802958,-0.191797532515428,0.340727377028285
ETS2,ETS1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.00110073134564452,0.992872661801687,-0.0813649244152182,0.576925952472835
ENOX2,ENOX1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.000635851578087959,0.994002556004882,0.140242645529038,0.243004041846746
ANO3,ANO4,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.000568518235407544,0.992872661801687,-0.0776713672404098,0.43786680998684
AADACL3,AADACL4,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,-0.000281169312975115,0.992872661801687,0.120862217638421,0.433194476219268
COPZ2,COPZ1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.00158667552967717,0.998060796144645,-0.0491717627845149,0.898332028997735
PRPSAP2,PRPSAP1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.00416020902307839,0.990830155136424,-0.16622369723117,0.333095169439309
SPRED2,SPRED1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.00572593396236495,0.988205344191518,-0.179443656837869,0.230777966320165
EZH2,EZH1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.00603819350947132,0.97785406574827,-0.0415514481260727,0.770087867958551
KLHL2,KLHL3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.00620637552850114,0.988205344191518,0.0656763368867556,0.737427382463373
ENC1,KLHL25,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.00741702609175304,0.962827605704864,-0.0181362194706575,0.942144096874262
ATP6V0D1,ATP6V0D2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.00753838839275222,0.988205344191518,-0.546734305286763,0.112126744351162
MYO1B,MYO1A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.00986790771018444,0.962827605704864,-0.339983705311675,0.193722119654525
DYSF,MYOF,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0102095265480869,0.961865949779727,-0.00887691708975704,0.943753412487464
NEK7,NEK6,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.010277328903142,0.979248137970017,-0.114181950018732,0.730017580907386
LDB2,LDB1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0111642193301191,0.962827605704864,-0.242924552076346,0.325364847894528
GOLT1B,GOLT1A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0113776863012669,0.970743566438706,0.0708458732181684,0.809004730069606
ATRN,ATRNL1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0114833541763616,0.962371516803873,0.199696560268246,0.237480889847403
GALR3,GALR2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0116698443648331,0.951350268881135,-0.0873407438548857,0.747434773381791
MRFAP1L1,MRFAP1,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.0129167679987534,0.95534939258497,0.491412588517986,0.0261675251096235
ZNF181,ZNF302,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0131436497803256,0.956161248507199,0.373691520009705,0.138759394624062
PLPPR5,PLPPR1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0132819589854029,0.965180961856805,-0.209602784197279,0.236430181930312
SEC14L5,SEC14L1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0134059421195666,0.943524673784291,-0.13902700580519,0.236115622853871
SLC22A12,SLC22A11,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0135049661765769,0.956033305680037,0.0809648681053581,0.586727142490483
LEFTY2,LEFTY1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0138650877195874,0.937423697934206,-0.170005384674966,0.0426956131987973
DLX6,DLX1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0146726978946698,0.956033305680037,-0.201273289164966,0.19264955387449
PRSS41,PRSS21,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0154256775548072,0.940889181334354,0.174082219688568,0.311974107506825
IFFO2,IFFO1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0160168804959515,0.919712215213502,0.0869344784618403,0.507421869044939
C1QTNF9B,C1QTNF9,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0171809246012188,0.91373014826184,-0.225108147591295,0.424095436873549
CDKN2B,CDKN2A,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.0172652054631459,0.909908705731012,0.311128170186772,0.00636424852804404
NAA16,NAA15,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0176488790624358,0.955646632028575,0.0930121975416249,0.593420651955846
SSTR4,SSTR1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0184671485325234,0.944265007359386,-0.0788537646288718,0.518650911221546
ROR2,ROR1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0214794536697058,0.950875596828848,-0.193704747259516,0.208202819758582
BTBD1,BTBD2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0217924154794924,0.950875596828848,-0.020902032139601,0.86510107916124
ADAMTS16,ADAMTS18,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0229034229730548,0.910110441985991,-0.0311275626669536,0.855038126898368
GFOD2,GFOD1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.023842806507283,0.950875596828848,-0.279868997288957,0.278085593296668
MAP3K15,MAP3K5,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0245210079887757,0.925650416351079,-0.273022548570367,0.0466027413827159
SOX6,SOX5,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0262170357280781,0.89911367276494,-0.0350993268991807,0.855038126898368
PACS2,PACS1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0266691892460811,0.869909158987141,0.0897694247695387,0.734309700551849
CHI3L2,CHI3L1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0267794996639052,0.910110441985991,-0.000577293048329097,0.984954094108547
SLC43A2,SLC43A1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0273963861617961,0.912079283705764,-0.0747718652899495,0.467464648776164
RNASE3,RNASE2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0275741207588804,0.910644431938619,0.0838464731474527,0.514359675188347
FAM24B,FAM24A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0278128877607499,0.92169445427396,0.28102113395677,0.257817791207905
LMBR1L,LMBR1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0285437942986784,0.928281849874917,0.1140454634407,0.421338223388239
AMMECR1,AMMECR1L,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0287756723730747,0.845854843227197,-0.139076114477707,0.340727377028285
PAPSS2,PAPSS1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0311370607090223,0.945362003938006,-0.293608080562016,0.257540090257419
DCC,NEO1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0314351431958078,0.919712215213502,-0.0241479366487402,0.911805528363382
ABI1,ABI2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0326751251579477,0.940889181334354,-0.160787555485494,0.462959701563501
MMEL1,MME,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0337089903938715,0.889173447308691,0.128552138760095,0.311974107506825
SALL3,SALL1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0342645382305251,0.912079283705764,-0.0134397742690435,0.930309430621327
SFTPA2,SFTPA1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0345610442103742,0.945700567252851,0.0670344033039448,0.810106137505489
LMNB2,LMNB1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0346031904802294,0.890324819070324,-0.0507862938307012,0.739763023692209
CRABP2,CRABP1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0352514566662143,0.883567234529908,0.120519028192587,0.309714580517449
MSC,TCF21,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0361527428981401,0.758404172219154,-0.0898147224420506,0.538081468294994
SCX,TCF15,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0362492991959028,0.735278443552018,-0.124018667056284,0.196839565604661
ALDH1L1,ALDH1L2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0369097170899606,0.890324819070324,-0.130160221497799,0.375169803681849
UPP2,UPP1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.037054309227787,0.870332621719174,-0.134118588022228,0.198930113632472
INSIG2,INSIG1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.038228682968497,0.919712215213502,-0.501097267721488,0.158555997091077
FES,FER,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.0385571149006069,0.900766705302308,0.346808985514863,0.0846499392454744
STOML3,STOM,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0386471561798428,0.883567234529908,0.0303287683507571,0.934755726662356
RAPGEF6,RAPGEF2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0387842754237539,0.890324819070324,0.00339592784639158,0.988399872916704
GATA3,GATA2,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.0394897821180718,0.885587019293994,0.278600389025932,0.0835009383033198
NETO2,NETO1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0410488250345548,0.862889587458318,-0.207037561090343,0.44775662301138
CPLX4,CPLX3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0425777566023291,0.885587019293994,-0.256505971622586,0.222084751473866
MAPK8IP3,SPAG9,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.045389324453673,0.824283504737409,-0.256071114780476,0.285319689619152
NCK2,NCK1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0467213205715519,0.83718399967145,-0.101164757957273,0.491788562675271
CPLX2,CPLX1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0470570551618044,0.823398865661388,-0.179166266596695,0.100952361319393
GRHL2,GRHL1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0471732022157523,0.824283504737409,0.198467402578692,0.141602581498876
TMEM63B,TMEM63A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0471953611212507,0.6835236024295,-0.104091027512477,0.466251209479558
PSKH2,PSKH1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0473001082787287,0.829469392526443,0.191142469622932,0.257540090257419
BTNL8,BTNL3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0474950170918805,0.826291913324493,-0.00994674742063911,0.951159086727449
GPC6,GPC4,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0480277963037866,0.887460058424707,0.166316764154746,0.325351950962601
NTNG2,NTNG1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0489667557674748,0.867901328718523,0.112896633608759,0.469266763036373
PRKAR2B,PRKAR2A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0513100841494468,0.859119528045418,0.0175339090651373,0.930721246300109
HRASLS2,PLA2G16,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0530368513029657,0.874303641078834,-0.112513846538404,0.454770970824946
SORCS3,SORCS1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0531313369079905,0.859119528045418,-0.0571382918366554,0.619170766518233
SEMA3F,SEMA3C,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0533307150270518,0.783632249642484,0.183495979136645,0.198930113632472
CALB2,CALB1,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.0551888941991463,0.715049992226198,0.277033135837279,0.0514321582459458
RDH12,RDH11,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0558805768688427,0.735643196306999,0.143523438925626,0.562920376063937
SLC16A3,SLC16A8,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0565444620413079,0.813869054972289,-0.0491598647191536,0.726523998793116
RAB22A,RAB31,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.059266505743887,0.861876756076394,0.20993386178811,0.249849289600969
WNT9B,WNT9A,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.0615524719750211,0.768477209938714,0.362446643042497,0.0146421815729845
SGMS2,SGMS1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0615781885659296,0.768477209938714,0.204040206894323,0.278085593296668
SLC7A7,SLC7A6,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0616379713675483,0.858783178816715,-0.0510774077153698,0.840752526141588
SEC11C,SEC11A,FR_negative,True,synthetic_lethal,neither_in_PC9,SL_in_HeLa,0.0616824045188534,0.813869054972289,-0.814899968171304,0.00763595317721375
TRIM3,TRIM2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0624828257056632,0.714119629755693,-0.118285186577754,0.332518327881287
CDK2AP2,CDK2AP1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0627681883268676,0.815954919242716,-0.434257591254132,0.0463729894372626
MAOB,MAOA,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0633140873866674,0.824283504737409,-0.323391287063217,0.0334716379659348
ANXA1,ANXA2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0637100710361699,0.746228011052267,0.185496482800191,0.162053658526556
