gene_a,gene_b,fr_label,sl_label,source_GI_flag,PC9_GI_flag,HeLa_GI_flag,PC9_GI_score,PC9_GI_fdr,HeLa_GI_score,HeLa_GI_fdr
C2CD4B,C2CD4A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0638820189731236,0.763863954489665,0.199169364155434,0.146353326461474
PSMB10,PSMB7,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0649012863124647,0.826642786326692,0.237143847454534,0.824281041986305
ANKRD18A,ANKRD18B,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0664066666404449,0.763863954489665,0.0148408584670766,0.951159086727449
KBTBD7,KBTBD6,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.06889166303423,0.779554842609553,0.332166416067864,0.0302780535804314
DNASE1L2,DNASE1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0691140045903356,0.645001311755194,0.0988828533228192,0.585257825104069
VANGL2,VANGL1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0706177843912778,0.714119629755693,0.171052124773748,0.0834123328667294
ZC3H12C,ZC3H12B,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0706917297867012,0.739337560639226,-0.0321155692188108,0.7572923132985
ALOX12,ALOX15,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0709105776777259,0.703957092646719,-0.11197235799399,0.518650911221546
GSN,SCIN,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0711431823272208,0.681102177391224,-0.271522972875185,0.112126744351162
PDE8B,PDE8A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0711649462479241,0.655896777639279,-0.197282610917315,0.236430181930312
DRD5,DRD1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0714103268969169,0.820814930251831,0.0963814608536965,0.705971147554522
NSG2,NSG1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.072977001729135,0.682335513946875,-0.159420139891205,0.211745996937012
BTBD6,BTBD3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.074119811369376,0.768477209938714,-0.0195122426160406,0.883161377093026
AGR2,AGR3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0758858427900798,0.767584511722897,0.118895392817849,0.650824112601837
GLB1L3,GLB1L2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0765569755352636,0.598010226094986,0.11238905681707,0.446899388448877
FLVCR2,FLVCR1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0773925771541874,0.767584511722897,-0.345103052685128,0.0400371380368886
FRMD5,FRMD3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0788946561462963,0.758404172219154,0.110269579103498,0.607549553652662
C1GALT1C1L,C1GALT1C1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0792258867428981,0.735278443552018,0.0128645127282634,0.951159086727449
WNT2B,WNT2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0794257093042514,0.715049992226198,-0.137876869777668,0.408369018365552
CYFIP2,CYFIP1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0807277993347076,0.769869618284529,-0.181250739931972,0.406637173589391
RASL10B,RASL10A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0811047894676395,0.573030905531125,0.0610702320297862,0.768423858898843
BTN2A2,BTN2A1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0813088654339274,0.7295704327979,-0.0920777893038534,0.490938878641229
HNF4G,HNF4A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0819985650541544,0.751693532964912,0.0738111634078157,0.729026697903909
SLC22A5,SLC22A4,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.0821924056970295,0.735643196306999,0.441895428691659,0.00373920028510982
TMEM9B,TMEM9,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0858025036737018,0.579620884962609,-0.0330766860462056,0.836457226512285
PRRX2,PRRX1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0874214204941008,0.714119629755693,-0.078384732524439,0.48021878839608
FAM76B,FAM76A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0877657699216742,0.735643196306999,0.00730485880375619,0.960769784696402
RPS6KB2,RPS6KB1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0881527736638688,0.632822732944102,-0.178769993741992,0.155634803710605
RALGPS2,RALGPS1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0882350617556081,0.735643196306999,-0.0855112388438273,0.625023409333316
DDX60L,DDX60,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0885705565396029,0.793852808897125,-0.178456663241533,0.629928644805857
PPP2CB,PPP2CA,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0885885083904524,0.645001311755194,-0.134971789229077,0.365275147827625
PTPN1,PTPN2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0889866523883278,0.611707470464671,-0.265831443793486,0.129956083553839
CACNA2D2,CACNA2D1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0900199108280863,0.758404172219154,0.0805424730923036,0.696405552505703
PSMA8,PSMA7,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0911706377352921,0.829469392526443,-0.637779761580282,0.204974899243254
SYK,ZAP70,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0913381018799714,0.768325600038651,-0.0965081022101255,0.424058651021025
PPP3R2,PPP3R1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0916072241839956,0.670328765731792,-0.0424161840886738,0.853080574141266
DYNLT3,DYNLT1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0929634965880198,0.762359929753412,-0.272184425636132,0.122119038669539
OTUD7B,OTUD7A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0932413979134763,0.683197111837713,-0.00604124910881737,0.951159086727449
SLFN12L,SLFN12,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0935287813786619,0.686102602228323,-0.129073565985786,0.278842985083944
PDHA2,PDHA1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0937108690437991,0.670455103034697,-0.192465497517591,0.454770970824946
PAX7,PAX3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0941932852352187,0.574402880812488,0.017354035403854,0.911606998635539
NUCB2,NUCB1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0942773416574954,0.735643196306999,-0.0192811062878063,0.856569912778477
CLDN8,CLDN17,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0951644501933624,0.645001311755194,-0.0222337677462461,0.920898737761705
GCA,SRI,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0957321864020448,0.554292582451806,-0.0374491736225233,0.85858487396597
ZNF385D,ZNF385B,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0957379387246555,0.658946991849498,0.15449041186487,0.330976016204642
MPP3,MPP7,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0980690323554944,0.481644330272611,-0.077087754954239,0.357947030829839
NT5DC3,NT5DC2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0981429494727593,0.670328765731792,-0.201629545425676,0.452044526994086
UNC119B,UNC119,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0995998032305309,0.767584511722897,-0.200533833525059,0.33200525485249
SFMBT2,SFMBT1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0996062157356435,0.657869606246586,-0.28117704791479,0.146353326461474
PIK3CD,PIK3CB,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0996287534027474,0.703957092646719,0.0876762505990851,0.688396630943914
SLC41A2,SLC41A1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.0998006463597338,0.554292582451806,0.0156732638576,0.934755726662356
RBM38,RBM24,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.102596497556746,0.683197111837713,0.209519809595537,0.454770970824946
DMWD,WDR20,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.104795813886722,0.68294760798865,-0.333493006446096,0.0707423144045133
ST7L,ST7,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.106845973422259,0.74124502936077,0.110583894976411,0.608123400490534
CLCNKB,CLCNKA,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.107448806291068,0.485134671832334,0.0392806387583008,0.679424305466099
UCK2,UCK1,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.110113176610966,0.743827422990646,0.443915782207965,0.028591050685594
ITGB5,ITGB3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.112051159893714,0.493517044577035,0.402783308613916,0.10479440366025
METTL2B,METTL2A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.113263425402677,0.375224460708927,0.245206358199823,0.237480889847403
MTHFD1L,MTHFD1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.114997371028171,0.758404172219154,0.153885411033569,0.407177403786141
RBPMS2,RBPMS,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.115761839295873,0.670455103034697,0.293283414249555,0.302523175752597
B4GALT6,B4GALT5,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.11597204986986,0.635806371615438,-0.0248708417759372,0.895564850691816
MPST,TST,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.116875840269557,0.494584466102537,-0.137338897979994,0.329169152587928
SEC61A2,SEC61A1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.118176913649112,0.826291913324493,-0.184963112992636,0.812416118580615
MGAM,SI,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.118263344023251,0.703901869686195,-0.0094135211254662,0.951076280031597
LLGL2,LLGL1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.118566996762854,0.36248992548441,0.120823071804545,0.542295400421476
TANC2,TANC1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.119740157944355,0.611707470464671,-0.186318635544529,0.433914508122726
MYO1D,MYO1G,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.121451842269104,0.731442679868563,-0.148570954738505,0.568815908764114
CTNNB1,JUP,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.122318371119678,0.485134671832334,-0.110577886024986,0.421338223388239
DPY19L2,DPY19L1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.123716815354922,0.605280372969077,0.182545769210611,0.368734134844852
SYNGR3,SYNGR1,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.123764335259887,0.56474827293422,0.320106841379748,0.0146421815729845
DEGS2,DEGS1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.124208638414525,0.670328765731792,-0.118865267103653,0.562920376063937
KIAA1324L,KIAA1324,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.1262740213267,0.579620884962609,0.0588052502685099,0.63046497535915
MYO1C,MYO1H,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.12638369507456,0.668834625477227,0.231940271471702,0.279835641063226
TRPV6,TRPV5,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.127018493454569,0.687895394092177,0.228319166103337,0.204141004128634
TAS2R40,TAS2R39,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.127440227602069,0.544706968483879,-0.0568411805071394,0.693243137177548
STEAP1B,STEAP1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.128290833700179,0.594746619982058,0.248968573492357,0.17106747703812
LHX8,LHX6,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.129215933385287,0.396703864278972,-0.0777947701069575,0.578330739191991
PGLYRP4,PGLYRP3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.129354848857541,0.554292582451806,-0.435775434634562,0.0214309244675239
ADAP1,ADAP2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.131917874403895,0.758404172219154,0.0437779369535438,0.895564850691816
RNF38,RNF44,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.133251262168216,0.684901942393873,0.0700323242788915,0.716556995708119
SIPA1L2,SIPA1L1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.13344150694502,0.456700743589456,-0.293164916673623,0.00271429494442594
KDM5D,KDM5C,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.133580911803599,0.539214753588339,0.0314254951052092,0.911606998635539
FAM160B2,FAM160B1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.135936509518723,0.460218966738808,-0.0988529042343716,0.737427382463373
HOXA7,HOXB7,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.136547608026986,0.554292582451806,0.173111733992633,0.42461214771291
CD209,CLEC4M,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.137154553561032,0.68099766706196,0.177407092970436,0.313575094890335
CNBP,ZCCHC13,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.140071432412196,0.562202315261349,-0.12621661574584,0.262589814486646
PRKCH,PRKCE,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.140225717361905,0.365196823154865,0.0740930971511562,0.606811287559047
ITSN2,ITSN1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.140839629460528,0.598191669790783,-0.096905439334638,0.622761257038671
NRBP2,NRBP1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.141516517350685,0.809951786285897,-0.354846096839708,0.287386993745563
RPL3,RPL3L,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.142706206499113,0.614327743824605,0.209659773360708,0.406637173589391
HPRT1,PRTFDC1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.142940716772783,0.500733850951878,-0.447692032623034,0.0504487446988389
SLC25A18,SLC25A22,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.145109413060255,0.442491374908994,-0.0773888683392721,0.705971147554522
PILRB,PILRA,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.146390759762289,0.466791632019611,-0.099857215574265,0.454770970824946
SPRY2,SPRY1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.14688059502843,0.319812174157284,-0.194163157290688,0.456442229486592
ABCG1,ABCG4,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.148311075394838,0.429175847041206,-0.00869840565123292,0.928216886566267
GRM1,GRM5,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.148623542705326,0.673015951352314,0.447378340477731,0.00853084324728192
SYP,SYNPR,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.148945575436435,0.504468599867344,-0.102008711361362,0.349743503277848
GOLPH3L,GOLPH3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.149946383540809,0.770908418722882,-0.492300720252905,0.209220397886062
BMP4,BMP2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.150076007607603,0.586343630851489,0.287169239100953,0.236430181930312
WDR5B,WDR5,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.150182674433538,0.350044442816708,-0.129282585161313,0.510040965628859
PF4V1,PF4,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.152391878500959,0.442491374908994,-0.0129514578305881,0.911606998635539
SMOC2,SMOC1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.152806479082036,0.446169310792421,0.11301244959041,0.405498837533829
MYO1F,MYO1E,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.154895984223572,0.313615491180015,0.180887075185477,0.167707802248726
KIF4B,KIF4A,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.155870615658943,0.666441333696052,0.454013031681772,0.0591673694429273
DGKZ,DGKI,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.156022344700763,0.350044442816708,-0.033853581875631,0.781272388966406
OXCT2,OXCT1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.156880265514784,0.480276611030704,0.046661914767097,0.809004730069606
PRKAR1B,PRKAR1A,FR_negative,True,synthetic_lethal,neither_in_PC9,SL_in_HeLa,0.157031716203391,0.421111393054053,-0.623684105757971,0.00373920028510982
PGK2,PGK1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.157368757884701,0.74177782758586,0.0129597631936615,0.942144096874262
TMEM185B,TMEM185A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.157694167264921,0.431505881934156,0.00110154239376947,0.997253342734625
LANCL2,LANCL1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.15769794927059,0.714119629755693,0.201226494463816,0.250851625521808
PXDNL,PXDN,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.158113706616083,0.396703864278972,0.0177543302404573,0.934755726662356
RALYL,RALY,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.159694191806189,0.346312642406372,0.0881223705131675,0.400040242084198
B4GALT2,B4GALT1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.159956901219824,0.456700743589456,-0.0461179582237303,0.730017580907386
AKR7A2,AKR7A3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.161708339788935,0.161750025308605,-0.0685767378842049,0.394061401786033
NHLH2,NHLH1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.161998667120681,0.240783738307757,-0.0329868157217504,0.706904154235162
PTPRE,PTPRA,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.162086440472752,0.394901235758546,0.0887200008788921,0.514359675188347
KCTD2,KCTD5,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.162101638146518,0.388735106531645,0.257121146518456,0.0629706198607933
ANGPT1,ANGPT2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.16259402112347,0.611707470464671,0.0723757895145416,0.729780040265873
SAMD9L,SAMD9,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.162751823565676,0.614327743824605,0.130448365734969,0.449652344126625
EMX2,EMX1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.164642563491196,0.188895857942983,-0.0326379169324947,0.790801877236151
LMO3,LMO1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.165512362388902,0.430631148268174,0.11285705219317,0.377806085440341
BHMT2,BHMT,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.166806811233675,0.448037560274236,-0.328618936287016,0.316725639111942
AVP,OXT,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.167504891842001,0.307360893510792,0.0249174104063256,0.928216886566267
CRY2,CRY1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.168310558842224,0.380265760247915,-0.117306109143698,0.586727142490483
MBOAT2,MBOAT1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.168858026428711,0.500733850951878,0.0214137702221081,0.933091560638182
LGI2,LGI1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.169869813150283,0.36248992548441,0.176057374070242,0.370123200434612
MFN2,MFN1,FR_negative,True,synthetic_lethal,neither_in_PC9,SL_in_HeLa,0.169899651713903,0.343795951335848,-0.544020117667894,0.0120136337783998
TCAF2,TCAF1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.170196426966341,0.562202315261349,-0.0621382140582997,0.681654805088647
WNT3A,WNT3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.170586364278522,0.294953286177707,-0.201096708290486,0.0705421611492169
STK3,STK4,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.171187258281237,0.697806781729485,-0.0683260162827776,0.679424305466099
DGKH,DGKD,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.171460038079432,0.51602698714055,0.0227524405030222,0.913147633689776
RHBDL3,RHBDL1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.172376464395729,0.307680606109284,-0.0262547454281717,0.83331219828741
TYW1B,TYW1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.17269024959274,0.612035993706468,-0.10313655854559,0.673254913256158
RHEBL1,RHEB,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.17296327469,0.340360452657008,0.140698791227353,0.660447689115517
CAPNS2,CAPNS1,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.173249665460323,0.224919364062398,0.297295127036457,0.0917220013060675
PRICKLE2,PRICKLE1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.173302328618376,0.301203384383299,-0.123959742159458,0.506580577240794
ARFIP1,ARFIP2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.173778684723321,0.36248992548441,0.0764601522792883,0.637741187033273
GAD2,GAD1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.175107604093225,0.405720580636464,-0.181948260266704,0.177961687861698
GPR21,GPR52,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.175442445130445,0.394901235758546,0.144898389607703,0.470879522096978
LRRTM4,LRRTM3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.177423841182434,0.442491374908994,-0.263452401291897,0.197755178821162
ZCCHC12,ZCCHC18,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.179923906478852,0.208017654912078,0.153132528215123,0.177961687861698
CCNYL1,CCNY,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.180378052354161,0.31690377031748,0.102650203521515,0.492682451266007
GDF11,MSTN,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.180952094390458,0.347022287965822,0.0739809082048956,0.770087867958551
ALAS1,ALAS2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.181162813263468,0.562202315261349,0.0752282576710027,0.716556995708119
MED12L,MED12,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.182538419580865,0.686102602228323,-0.196783172188209,0.208202819758582
ISL2,ISL1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.183287032303726,0.231255018120389,0.0452995711735362,0.855951025358941
RHOBTB2,RHOBTB1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.186923407179648,0.239163202509804,0.00954039008043095,0.950503496293577
FAM120C,FAM120A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.187133880755975,0.403270725598326,-0.0150261525731653,0.942144096874262
APCS,CRP,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.18818230951397,0.522365672598848,-0.071187870268127,0.601297622351211
APH1A,APH1B,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.188187875760287,0.548131662229768,-0.418640031524803,0.00715457618686465
PPP1R14C,PPP1R14B,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.188640054899576,0.193362425855569,-0.0239016624507705,0.78166459503436
GREM2,GREM1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.189318467535193,0.386661294651433,0.0139434926974516,0.928216886566267
TOB2,TOB1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.189340046815656,0.448037560274236,-0.0987257627307297,0.58912915532543
TTC21B,TTC21A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.189944723147579,0.31800572949813,-0.341178199709004,0.14491202620441
TRIB2,TRIB1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.190787461624583,0.36248992548441,-0.133864280282113,0.257817791207905
DHFR2,DHFR,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.192030081578747,0.480276611030704,0.4867674214946,0.30043965153503
BOD1L2,BOD1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.193143812966562,0.161750025308605,-0.00949187395749565,0.939386177073696
SERP2,SERP1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.193474128059496,0.35819879949224,-0.081544148575631,0.648048419275493
FSTL5,FSTL4,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.193575275611476,0.585042006369038,0.404612851800406,0.028591050685594
FCGR1B,FCGR1A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.193802505355305,0.380265760247915,-0.352193329926564,0.198986351446821
PLCB3,PLCB1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.194279070726944,0.35819879949224,-0.145564891719651,0.528821138437649
PRKCD,PRKCQ,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.19498531530177,0.213956667839265,-0.122250263110488,0.383584739258304
MKNK2,MKNK1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.195015791093346,0.460434985544526,0.016500476700548,0.939565667944299
PTPN4,PTPN3,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.195422096769038,0.236288263485817,-0.192771538027612,0.302523175752597
RHOT2,RHOT1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.196552143105452,0.448037560274236,-0.119193414679777,0.433914508122726
ZNF419,ZNF773,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.196748650220234,0.554292582451806,-0.0418554976561175,0.855038126898368
ATF2,ATF7,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.198837497801739,0.35819879949224,0.159234421448973,0.456442229486592
ANO1,ANO2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.200942894209069,0.240786248692876,-0.0811051130724421,0.339709233394967
KDM6A,UTY,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.203967701023015,0.347022287965822,0.240013829069632,0.237709112025763
GALNT10,GALNTL6,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.204200342560379,0.400378500234802,-0.0716802797053702,0.717436274139533
STX10,STX6,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.204478450668352,0.294953286177707,-0.0355310046513336,0.826920635072352
NCKAP1L,NCKAP1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.205230271408245,0.21595612931114,0.0712929164044038,0.770087867958551
SETSIP,SET,FR_positive,False,buffering,neither_in_PC9,buffering_in_HeLa,0.206421504044862,0.357139075467134,0.271641061311532,0.0288069663788996
USP12,USP46,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.208702046680267,0.518403519657341,-0.0658343844874395,0.810106137505489
NAP1L4,NAP1L1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.210104145715851,0.57057642209985,0.0588596476028779,0.789417756372147
HOXA6,HOXB6,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.210632480342009,0.436518398171928,0.0427932053232599,0.78166459503436
ZYG11B,ZYG11A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.210698016677227,0.213183516851236,-0.0198861634638835,0.885612839805201
CALCRL,CALCR,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.211136863216179,0.513618445203842,0.129340360687492,0.480648175125941
DUOX2,DUOX1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.21145379753445,0.456846796866899,0.0799305666513969,0.673254913256158
NTN3,NTN1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.212159850393024,0.123617788801513,0.35351355353872,0.162710209700941
NPBWR2,NPBWR1,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.213443772773809,0.365196823154865,0.0528824679174787,0.767656227632526
PGM2L1,PGM2,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.215449297080435,0.292956258634036,-0.0591399550181491,0.635740941050166
TSPAN7,TSPAN6,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.216059957035375,0.529290080167259,-0.0240855734797932,0.837420464094393
UTP14C,UTP14A,FR_negative,False,neither,neither_in_PC9,neither_in_HeLa,0.218776329636138,0.164055596227397,-0.0085626378522825,0.951159086727449
